,task,step,participant_id,created_at,acceptable,reasoning,take,fpv_filepath,fpv_circle_filepath,fpv_attention_filepath,tpv_filepath,instructions,question,correct_answer,gemini_answer,gemini_acceptable,ablation_setting,qa_id
9,Versäubern,Maschineneinstellungen,0,2024-06-17T21:03:31.145292+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_circle_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_attention_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,tpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,"- Die Stichart mithilfe des Stichauswahlrads auf Zickzack-Stich setzen.
    - Die Stichlänge am Stichlängeneinstellrad je nach Wunsch auf ca. 2,5 bis 2 mm einstellen.
    - Die Stichbreite am Stichbreiteneinstellrad für den Zickzack-Stich auf 6 mm setzen.

\newpage",Welche Breite soll für den Stich gesetzt werden?,Die Stichbreite soll 6 mm betragen.,"Die Stichbreite wird nicht eingestellt. 
",0,FPV_C,118
10,Aufspulen,Vorbereitung der Spulen,0,2024-06-14T17:04:29.323461+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Vorbereitung der Spulen-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Vorbereitung der Spulen-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Vorbereitung der Spulen-take-0.mp4,tpv_out/participant-0-Aufspulen-Vorbereitung der Spulen-take-0.mp4,"
    - 
        Oberspule (Quelle):
        
            - Die Oberspule auf dem dafür vorgesehenen Spulenstift platzieren.
            - Einen geeigneten Spulenhalter auf dem Stift befestigen, um zu verhindern, dass die Oberspule während des Aufspulens wackelt.
            - Größe des Stoppers anhand des Durchmessers der Oberspule wählen.
        
    
    - 
        Unterspule (Ziel):
        
            - Die leere Unterspule auf den Spulenwickelstift setzen.
        
    

","Wo wird die Oberspule platziert, bevor mit dem Aufspulen begonnen wird?",Die Oberspule wird auf dem dafür vorgesehenen Spulenstift platziert.,"Um die Oberspule zu platzieren, wird sie auf den Spulenhalter gesteckt. 
",1,FPV_C,48
11,Elastische Stoffe (Falsch),Vernähen,0,2024-06-14T15:56:35.068369+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Elastische Stoffe (Falsch)-Vernaehen-take-0.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Falsch)-Vernaehen-take-0.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Falsch)-Vernaehen-take-0.mp4,tpv_out/participant-0-Elastische Stoffe (Falsch)-Vernaehen-take-0.mp4,"
    - Durch Betätigen des Fußpedals mit dem Nähen beginnen; nur ein kurzes Stück vorwärts nähen und dann anhalten.
    - Versuchen mithilfe des Rückwärtsnähknopfs oder -hebels den Nahtanfang durch Vor- und Zurücknähen sichern.


$\rightarrow$ Vernähen misslingt; Stoff wird von der Maschine eingezogen.
",Sollte ich beim Nahtanfang Vor und Zurücknähen Vor und Zurücknähen?,"Nein, Vor und Zurücknähen Vor und Zurücknähen ist nicht empfehlenswert.","Um eine Naht zu verriegeln wird am Nahtanfang und am Nahtende vor und zurück genäht. 
",0,FPV_C,12
12,Einfädeln Unterspule,Entfernung der Spulenabdeckung,0,2024-06-17T21:51:15.678359+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Einfaedeln Unterspule-Entfernung der Spulenabdeckung-take-0.mp4,fpv_circle_out/participant-0-Einfaedeln Unterspule-Entfernung der Spulenabdeckung-take-0.mp4,fpv_attention_out/participant-0-Einfaedeln Unterspule-Entfernung der Spulenabdeckung-take-0.mp4,tpv_out/participant-0-Einfaedeln Unterspule-Entfernung der Spulenabdeckung-take-0.mp4,"
    - Nähfuß mithilfe des Nähfußhebels anheben.
    - Spulenabdeckung mithilfe des entsprechenden Hebels entriegeln.
    - Die Spulenabdeckung öffnen, um Zugang zum Spulenkorb zu erhalten.

",Wie öffne ich die Spulenabdeckung?,Durch ein entriegeln mittels des vorhandenen Hebels.,"Um die Spulenabdeckung zu öffnen, wird der Schieber nach links geschoben. 
",1,FPV_C,139
13,Elastische Stoffe (Falsch),Abschluss (1),0,2024-06-14T16:02:02.730215+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,tpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Stoffstück zur linken Seite wegziehen.
    - Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.
    - Die Fäden mit dem integrierten Fadenschneider der Maschine abschneiden.

\newpage
",Wie erleichtere ich das Wegziehen des Stoffstücks wenn zuviel Spannung darauf ist?,"Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.","Um das Wegziehen des Stoffes zu erleichtern, wird der Transporteur versenkt. 
",0,FPV_C,18
14,Geradeausstich,Abschluss,0,2024-06-14T16:06:05.583065+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Geradeausstich-Abschluss-take-0.mp4,fpv_circle_out/participant-0-Geradeausstich-Abschluss-take-0.mp4,fpv_attention_out/participant-0-Geradeausstich-Abschluss-take-0.mp4,tpv_out/participant-0-Geradeausstich-Abschluss-take-0.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Stoffstück zur linken Seite wegziehen.
    - Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.
    - Die Fäden mit dem integrierten Fadenschneider der Maschine abschneiden.

","Was ist zu tun, wenn der Stoff sich nicht nach links ziehen lässt?","Das Handrad wird gedreht, um die Spannung zu lösen.","Manchmal hilft es, den Nähfuß anzuheben und den Stoff leicht nach links zu ziehen.
",0,FPV_C,23
15,Aufspulen,Fadenführung,0,2024-06-14T16:39:57.626690+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Fadenfuehrung-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Fadenfuehrung-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Fadenfuehrung-take-0.mp4,tpv_out/participant-0-Aufspulen-Fadenfuehrung-take-0.mp4,"
    - Den Faden entsprechend den auf der Nähmaschine angegebenen Markierungen oder Anleitungen führen.
    - Den Faden von der Oberspule ausgehend über die markierten Punkte oder Zahlen bis zur Unterspule leiten.

",Wie führe ich den Faden?,Entsprechend den auf der Nähmaschine angegebenen Markierungen oder Anleitungen.,"Um den Faden zu führen, folge den Markierungen auf der Maschine. 
",1,FPV_C,34
16,Elastische Stoffe (Richtig),Vorbereitung (2),0,2024-06-14T16:58:48.922583+00:00,,['KNOWLEDGE'],1,fpv_out/participant-0-Elastische Stoffe (Richtig)-Vorbereitung (2)-take-1.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Richtig)-Vorbereitung (2)-take-1.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Richtig)-Vorbereitung (2)-take-1.mp4,tpv_out/participant-0-Elastische Stoffe (Richtig)-Vorbereitung (2)-take-1.mp4,"- Den Nähfuß mit dem Nähfußhebel anheben.
    - Die bereits genähte Naht etwa 1 cm vor dem Nahtende unter der Nadel positionieren.
    - Den Nähfuß mithilfe des Nähfußhebels absenken.
    - Das Handrad in Nutzerrichtung drehen, um die Nadel manuell in den Stoff einzustechen.",Wie wird der Nähfuß angehoben,Der Nähfuß wird mit dem Nähfußhebel angehoben,"Um den Nähfuß anzuheben, wird der Hebel an der Rückseite der Maschine nach oben gedrückt. 
",1,FPV_C,44
17,Versäubern,Maschineneinstellungen,0,2024-06-17T21:03:31.145292+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_circle_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_attention_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,tpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,"- Die Stichart mithilfe des Stichauswahlrads auf Zickzack-Stich setzen.
    - Die Stichlänge am Stichlängeneinstellrad je nach Wunsch auf ca. 2,5 bis 2 mm einstellen.
    - Die Stichbreite am Stichbreiteneinstellrad für den Zickzack-Stich auf 6 mm setzen.

\newpage",Welche Breite soll für den Stich gesetzt werden?,Die Stichbreite soll 6 mm betragen.,"Es werden keine Angaben zur Stichbreite gemacht. 
",0,FPV_C,118
18,Aufspulen,Fadenentfernung,0,2024-06-14T19:26:41.776498+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Fadenentfernung-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Fadenentfernung-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Fadenentfernung-take-0.mp4,tpv_out/participant-0-Aufspulen-Fadenentfernung-take-0.mp4,"
    - Eventuell vorhandene Reste des alten Fadens von der Unterspule entfernen.

",Was wird mit den entfernten Resten von der Unterspule gemacht?,Man kann sie entsorgen.,"Die entfernten Reste werden auf den Tisch gelegt. 
",1,FPV_C,68
19,Aufspulen,Spulvorgang starten,0,2024-06-17T20:50:40.380661+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,tpv_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,"
    - Den Spulenwickelstift der Unterspule nach rechts drücken, um den Spulvorgang zu aktivieren.
    - (Je nach Maschine möglicherweise Betätigung eines zusätzlichen Hebels notwendig.)
    - Das Fußpedal betätigen, um den Faden aufzuspulen.

","Was muss man tun, um den Faden aufzuspulen?",Man muss das Fußpedal betätigen.,"Um den Faden aufzuspulen, muss man den Faden von dem Halter hinter der Nähmaschine durch die Fadenführung bis zur Spule führen. 
",0,FPV_C,112
20,Elastische Stoffe (Falsch),Abschluss (2),0,2024-06-14T17:12:27.462549+00:00,,['KNOWLEDGE'],1,fpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,tpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Stoffstück zur linken Seite wegziehen.
    - Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.
    - Die Fäden mit dem integrierten Fadenschneider der Maschine abschneiden.


$\rightarrow$ Naht zeigt Wellen und reißt, wenn der elastische Stoff gedehnt wird.
","Was sollte getan werden, wenn der Stoff beim Wegziehen spannt?","Das Handrad sollte gedreht werden, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.","Um zu verhindern, dass der Stoff beim Wegziehen spannt, sollte der Nähfußhebel nach oben gestellt werden. 
",0,FPV_C,55
21,Elastische Stoffe (Falsch),Abschluss (1),0,2024-06-14T16:00:39.004412+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,tpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (1)-take-0.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Stoffstück zur linken Seite wegziehen.
    - Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.
    - Die Fäden mit dem integrierten Fadenschneider der Maschine abschneiden.

\newpage
",Was mache ich zum Abschluss mit dem Nähfuß?,Den Nähfuß muss zum Abschluss mit dem Nähfußhebel angehoben werden.,"Um den Nähfuß zu lösen, wird der Hebel an der Rückseite der Nähmaschine nach oben gedrückt. 
",1,FPV_C,16
22,Aufspulen,Spulvorgang starten,0,2024-06-17T20:50:40.380661+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,tpv_out/participant-0-Aufspulen-Spulvorgang starten-take-0.mp4,"
    - Den Spulenwickelstift der Unterspule nach rechts drücken, um den Spulvorgang zu aktivieren.
    - (Je nach Maschine möglicherweise Betätigung eines zusätzlichen Hebels notwendig.)
    - Das Fußpedal betätigen, um den Faden aufzuspulen.

","Was muss man tun, um den Faden aufzuspulen?",Man muss das Fußpedal betätigen.,"Um den Faden aufzuspulen, muss der Spuler ausgeklappt werden. 
",0,FPV_C,112
23,Einfädeln Oberspule,Abschluss des Einfädelns,0,2024-06-17T20:22:30.527214+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Einfaedeln Oberspule-Abschluss des Einfaedelns-take-0.mp4,fpv_circle_out/participant-0-Einfaedeln Oberspule-Abschluss des Einfaedelns-take-0.mp4,fpv_attention_out/participant-0-Einfaedeln Oberspule-Abschluss des Einfaedelns-take-0.mp4,tpv_out/participant-0-Einfaedeln Oberspule-Abschluss des Einfaedelns-take-0.mp4,"- Den Oberfaden in der linken Hand festhalten, gleichzeitig mit der rechten Hand das Handrad eine volle Umdrehung in Richtung des Nutzers drehen, um den Unterfaden nach oben zu holen.
    - Mit einem flachen Werkzeug (z.B. Schere) von rechts nach links unter dem Nähfuß durchfahren, sodass Ober- und Unterfaden unter dem Nähfuß liegen.
    - Länge von Ober- und Unterfaden mit Schere auf ca. 15 cm angleichen.
    - Beide Fäden nach hinten unter dem Nähfuß durchführen.",Wie wird die Oberspule richtig eingefädelt?,"Den Oberfaden in der linken Hand festhalten, mit der rechten Hand das Rad eine volle Umdrehung in Richtung des Nutzers drehen. Die Länge von Ober und Unterfaden mit der Schere auf ca. 15 cm angleichen, danach beide Fäden nach hinten unter dem Nähfuß durchführen.","Um die Oberspule richtig einzufädeln, wird der Nähgarn zunächst von der Spule durch die Garnführung und anschließend von vorne nach hinten durch die Feder geführt.
",0,FPV_C,96
24,Versäubern,Versäubern,0,2024-06-14T19:23:44.747489+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Versaeubern-Versaeubern-take-0.mp4,fpv_circle_out/participant-0-Versaeubern-Versaeubern-take-0.mp4,fpv_attention_out/participant-0-Versaeubern-Versaeubern-take-0.mp4,tpv_out/participant-0-Versaeubern-Versaeubern-take-0.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Probe-Stoffstück so unter dem Nähfuß platzieren, dass die Nadel beim Nähen einmal in den Stoff und einmal knapp daneben sticht.
    - Den Nähfuß mithilfe des Nähfußhebels absenken.
    - Das Handrad in Nutzerrichtung drehen, um die Nadel manuell in den Stoff einzustechen.
    - Durch Drücken des Fußpedals mit dem Nähen beginnen.
    - Beim Führen des Stoffs sicherstellen, dass die Nadel in der gewünschten Wechselposition zwischen Stoff und Kantenrand sticht.

",Was sollte man beim Führen des Stoffs sicherstellen?,Dass die Nadel in der gewünschten Wechselposition ziwschen Stoff und Kantenrand sticht.,"Um den Stoff gleichmäßig zu führen, sollte man ihn nicht an der Nähmaschine ziehen oder schieben. 
",0,FPV_C,66
25,Elastische Stoffe (Falsch),Abschluss (2),0,2024-06-14T17:14:47.055388+00:00,,['KNOWLEDGE'],1,fpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,tpv_out/participant-0-Elastische Stoffe (Falsch)-Abschluss (2)-take-1.mp4,"
    - Den Nähfuß mit dem Nähfußhebel anheben.
    - Das Stoffstück zur linken Seite wegziehen.
    - Sollte der Stoff spannen, das Handrad drehen, um die Spannung zu lösen und das Wegziehen des Stoffstücks zu erleichtern.
    - Die Fäden mit dem integrierten Fadenschneider der Maschine abschneiden.


$\rightarrow$ Naht zeigt Wellen und reißt, wenn der elastische Stoff gedehnt wird.
",Wie werden die Fäden nach dem Nähen abgeschnitten?,Die Fäden werden mit dem integrierten Fadenschneider der Maschine abgeschnitten.,"Um die Fäden nach dem Nähen abzuschneiden, wird der Stoff nach hinten gezogen, bis sich die Fäden von der Maschine lösen. 
",0,FPV_C,57
26,Geradeausstich,Maschineneinstellungen,0,2024-06-17T21:40:42.006449+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Geradeausstich-Maschineneinstellungen-take-0.mp4,fpv_circle_out/participant-0-Geradeausstich-Maschineneinstellungen-take-0.mp4,fpv_attention_out/participant-0-Geradeausstich-Maschineneinstellungen-take-0.mp4,tpv_out/participant-0-Geradeausstich-Maschineneinstellungen-take-0.mp4,"- Die Stichlänge am Stichlängeneinstellrad je nach Stoff auf 3 bis 2,5 mm einstellen.
    - Die Stichart mithilfe des Stichauswahlrads auf Geradeaus-Stich setzen.
    - Die Stichbreite für den Geradeaus-Stich am Stichbreiteneinstellrad auf 0 mm setzen.
    - Die Nadelposition am Nadelpositionierungseinstellrad mittig über dem Nähfuß einstellen.
    - Die Fadenspannung am Fadenspannungseinstellrad in der Regel unverändert lassen; lediglich als letzte Maßnahme bei schlechter Stichqualität Korrektur vornehmen.",Was sind die Standardeinstellungen bei einem Geradeausstich?,"Strichart an Stichauswahlrad auf Geradeaus-Stich, Stichbreite am Strichbreiteneinstellrad auf 0mm, Stichlänge in Abhängigkeit des Stoffes auf 3,0 oder 2,5mm sowie die Nadelposition am Nadelpositionierungseinstellrad auf ""mittig"".","Um einen Geradstich zu nähen, muss der Stichlängenregler auf 2,5 und der Stichwahlschalter auf den Geradstich eingestellt sein.",1,FPV_C,133
27,Versäubern,Maschineneinstellungen,0,2024-06-17T21:03:08.039042+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_circle_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,fpv_attention_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,tpv_out/participant-0-Versaeubern-Maschineneinstellungen-take-0.mp4,"- Die Stichart mithilfe des Stichauswahlrads auf Zickzack-Stich setzen.
    - Die Stichlänge am Stichlängeneinstellrad je nach Wunsch auf ca. 2,5 bis 2 mm einstellen.
    - Die Stichbreite am Stichbreiteneinstellrad für den Zickzack-Stich auf 6 mm setzen.

\newpage",Welche Stichart soll ausgewählt werden?,Es soll ein Zickzack-Stich gesetzt werden.,"Um einen Geradstich auszuwählen, wird der Stichwähler auf das Symbol mit dem geraden Strich eingestellt. 
",0,FPV_C,117
28,Elastische Stoffe (Richtig),Vernähen,0,2024-06-17T22:21:02.955439+00:00,,['KNOWLEDGE'],1,fpv_out/participant-0-Elastische Stoffe (Richtig)-Vernaehen-take-1.mp4,fpv_circle_out/participant-0-Elastische Stoffe (Richtig)-Vernaehen-take-1.mp4,fpv_attention_out/participant-0-Elastische Stoffe (Richtig)-Vernaehen-take-1.mp4,tpv_out/participant-0-Elastische Stoffe (Richtig)-Vernaehen-take-1.mp4,"
    - Durch Betätigen des Fußpedals mit dem Nähen beginnen.
    - Ein Mal bis zum Ende vorwärts nähen, um die Naht zu sichern.

",Wie beginne ich mit dem Nähen?,Durch betätigen des Fußpedals.,"Um mit dem Nähen zu beginnen wird der Nähfuß abgesenkt. 
",0,FPV_C,153
29,Aufspulen,Fadenführung während des Spulens (optional),0,2024-06-14T19:29:25.159322+00:00,,['KNOWLEDGE'],0,fpv_out/participant-0-Aufspulen-Fadenfuehrung waehrend des Spulens (optional)-take-0.mp4,fpv_circle_out/participant-0-Aufspulen-Fadenfuehrung waehrend des Spulens (optional)-take-0.mp4,fpv_attention_out/participant-0-Aufspulen-Fadenfuehrung waehrend des Spulens (optional)-take-0.mp4,tpv_out/participant-0-Aufspulen-Fadenfuehrung waehrend des Spulens (optional)-take-0.mp4,"
    - Den Faden leicht zwischen Daumen und Zeigefinger vor der Unterspule führen, um ein gleichmäßiges Aufspulen zu gewährleisten.
    - Dabei den Faden nicht zu straff halten, um eine gleichmäßige Wicklung zu erzielen.

",Worauf sollte man beim Aufspuhlen achten?,Dass man den Faden leicht zwischen Daumen und Zeigefinger vor der Unterspule führt.,"Um ein Verheddern des Garns zu vermeiden, sollte die Spule vor dem Aufspulen auf den dafür vorgesehenen Halter gesteckt werden. 
",0,FPV_C,70
